@relation author-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute Date {1,0}
@attribute DicoWords {1,0}
@attribute IsMail {1,0}
@attribute relatifNbWordsInBlock numeric
@attribute relatifNumLine numeric
@attribute maxRelatifNumLine {1,0}
@attribute minRelatifNumLine {1,0}
@attribute end {1,0}
@attribute NbNouns numeric
@attribute precededByAuthorTag {1,0}
@attribute createdBy {1,0}
@attribute Location {1,0}
@attribute org {1,0}
@attribute class {0,1}

@data
1,0,0,0.510441,0.279898,0,0,0,4,0,0,1,1,0
0,0,0,1,0.122024,0,0,0,1,0,0,1,1,0
1,0,0,0.75,0.54,0,0,0,8,0,0,1,1,0
1,0,0,0.139766,1,1,0,1,1,0,0,1,1,0
0,0,0,0.3875,0.736585,0,0,0,0,0,0,0,1,0
1,0,0,1,0.947917,0,0,1,12,0,0,0,0,0
1,0,0,1,0.447699,0,0,0,1,0,0,0,0,0
0,0,0,1,0.815789,0,0,0,1,0,0,0,1,0
1,1,0,1,0.99187,0,0,1,1,0,0,1,0,0
1,0,0,0.323232,0.144172,0,0,0,1,0,0,1,1,0
0,0,0,0.657036,0.260741,0,0,0,1,1,0,1,1,0
0,0,0,0.026943,0.032967,0,0,0,0,0,0,0,1,0
0,0,0,1,0.51875,0,0,0,1,0,0,1,0,0
0,0,0,0.015571,0.875989,0,0,0,0,0,0,0,0,0
0,0,0,0.090476,0.765958,0,0,0,3,0,0,1,0,0
0,0,0,0.999601,0.67364,0,0,0,4,0,0,1,1,0
0,0,0,0.228033,0.824268,0,0,0,1,0,0,1,1,0
0,0,0,1,0.589958,0,0,0,2,0,0,1,1,0
0,0,0,1,0.394737,0,0,0,2,0,0,0,1,0
1,0,0,0.999344,0.512438,0,0,0,2,0,0,1,1,0
0,0,0,0.796253,0.123656,0,0,0,0,0,0,1,1,0
0,0,0,1,0.95122,0,0,1,0,0,0,0,1,0
0,0,0,1,0.817568,0,0,0,1,0,0,1,0,0
1,0,0,0.510441,0.279898,0,0,0,3,0,0,1,1,0
1,0,0,0.349425,0.735849,0,0,0,2,0,0,1,1,0
0,0,0,0.248337,0.878109,0,0,0,1,0,0,0,1,0
0,0,0,0.997928,0.807692,0,0,0,3,0,0,1,1,0
1,0,0,0.211137,0.374046,0,0,0,5,0,1,1,0,0
0,0,0,1,0.644444,0,0,0,0,0,0,1,1,0
1,0,0,1,0.353909,0,0,0,1,0,0,0,1,0
0,0,0,0.657036,0.284444,0,0,0,0,0,0,1,1,0
0,0,0,1,0.851648,0,0,0,2,0,1,0,1,0
1,0,0,1,0.731707,0,0,0,3,0,0,1,1,0
0,0,0,1,0.817568,0,0,0,4,0,0,0,0,0
0,0,0,0.656566,0.195767,0,0,0,5,0,0,0,0,0
0,0,0,1,0.731034,0,0,0,4,0,0,1,1,0
0,0,0,0.075658,0.363636,0,0,0,2,0,0,1,1,0
0,0,0,1,0.377193,0,0,0,4,0,0,0,1,0
0,0,0,0.584746,0.32376,0,0,0,8,0,0,0,0,0
0,0,0,0.044304,0.040816,0,0,0,0,0,0,0,0,0
0,0,0,1,0.905797,0,0,1,14,0,0,1,1,0
1,0,0,1,0.736842,0,0,0,10,0,0,1,1,0
0,0,0,0.998905,0.62069,0,0,0,1,0,0,0,0,0
0,0,0,1,0.697248,0,0,0,1,0,0,0,1,0
1,0,0,0.452874,0.257862,0,0,0,3,0,0,1,1,0
0,0,0,1,0.560811,0,0,0,0,0,0,0,1,0
0,0,0,1,0.797101,0,0,0,20,0,0,1,0,0
0,0,0,1,0.245383,0,0,0,2,0,1,0,1,0
1,0,0,0.058993,0.981216,0,0,1,4,0,0,1,1,0
0,1,0,0.99,0,0,0,0,1,0,0,0,1,0
1,0,0,0.058993,0.974955,0,0,1,3,0,0,1,1,0
0,0,0,0.023013,0.702929,0,0,0,0,0,0,0,1,0
0,0,0,0.149477,0.775862,0,0,0,4,0,0,1,0,0
0,0,0,1,0.475862,0,0,0,2,0,0,1,1,0
1,0,0,0.996047,0,0,1,0,3,0,0,1,1,1
0,0,0,0.018767,0.99934,0,0,1,0,0,1,0,0,1
1,1,0,0.5,0.952381,0,0,1,1,0,0,0,0,1
0,0,0,0.997934,0.470588,0,0,0,0,0,1,0,0,1
1,1,0,1,1,1,0,1,0,0,0,0,0,1
1,0,1,0.998651,0.142169,0,0,0,1,0,1,0,1,1
1,1,1,0.999507,1,1,0,1,1,0,0,1,0,1
0,0,1,0.993548,0.099338,0,0,0,0,0,0,0,1,1
1,1,0,0.4,0.061856,0,0,0,0,0,0,0,0,1
1,1,1,0.214876,0.990506,0,0,1,2,0,1,0,1,1
1,1,0,0.09716,0.991379,0,0,1,0,0,0,0,1,1
1,0,0,1,0.034884,0,0,0,2,0,1,0,1,1
0,0,1,1,0.931818,0,0,1,0,0,1,0,1,1
0,0,1,0.997207,0.174216,0,0,0,0,0,1,0,0,1
1,0,0,1,0.05948,0,0,0,3,0,0,0,1,1
1,1,0,0.113095,1,1,0,1,3,0,0,0,0,1
0,0,0,0.021413,0.007843,0,1,0,0,0,0,0,1,1
0,0,0,0.153846,1,1,0,1,1,0,0,0,0,1
0,0,1,0.077465,0.030864,0,0,0,2,0,0,0,1,1
0,0,0,0.017719,0.059701,0,0,0,3,0,0,0,1,1
1,1,0,1,0.913044,0,0,1,4,1,0,1,1,1
1,1,0,0.20757,0.985748,0,0,1,4,0,1,1,1,1
1,0,0,1,0.979167,0,0,1,5,0,1,0,0,1
0,0,1,0.043155,0.971182,0,0,1,3,0,0,1,1,1
1,0,0,0.418182,1,1,0,1,0,0,0,0,0,1
1,1,0,0.003582,0.995556,0,0,1,0,0,1,0,0,1
1,1,1,0.431515,1,1,0,1,1,0,0,1,0,1
0,0,0,0.040476,0.886525,0,0,0,2,0,0,0,1,0
1,0,0,0.44186,0.405063,0,0,0,1,0,0,0,1,0
0,0,0,1,0.342105,0,0,0,0,0,0,0,0,0
1,0,0,1,0.866197,0,0,0,3,0,1,1,0,0
1,0,0,0.998941,0.75718,0,0,0,6,0,1,1,1,0
0,0,0,0.999601,0.355649,0,0,0,3,0,0,1,1,0
1,0,0,1,0.914074,0,0,1,2,0,0,1,1,0
1,0,0,1,0.048246,0,0,0,7,0,0,1,1,0
0,0,0,0.093117,0.645783,0,0,0,1,0,0,0,0,0
0,0,0,0.992974,0.698925,0,0,0,6,0,0,1,0,0
0,0,0,1,0.13913,0,0,0,0,0,0,0,0,0
1,0,0,1,0.014151,0,0,0,3,0,0,1,1,0
1,0,0,0.998941,0.929504,0,0,1,1,0,1,1,1,0
1,0,0,1,0.349099,0,0,0,1,0,0,1,1,0
0,0,0,1,0.239617,0,0,0,0,0,0,0,1,0
0,0,0,0.877301,0.118257,0,0,0,0,0,0,0,0,0
1,0,0,1,0.577406,0,0,0,0,0,0,0,1,0
0,0,0,0.213523,0.155102,0,0,0,0,0,0,0,1,0
0,0,0,1,0.03869,0,0,0,2,0,0,1,1,0
0,0,1,0.096429,0.815603,0,0,0,0,0,0,0,0,0
0,0,0,0.462852,0.439189,0,0,0,0,0,0,0,0,0
0,0,0,1,0.839506,0,0,0,0,0,0,0,1,0
1,0,0,0.048443,0.778364,0,0,0,2,0,0,0,0,0
1,0,0,0.058993,0.932916,0,0,1,2,0,0,1,1,0
1,1,1,0.104294,0.995851,0,0,1,2,0,0,1,0,0
1,0,0,0.747449,0.45,0,0,0,9,0,0,1,0,0
1,0,0,0.999147,0.065789,0,0,0,2,0,0,0,1,0
1,0,0,0.999557,0.856557,0,0,0,9,0,0,1,1,0
0,0,0,0.2,0.022727,0,0,0,0,0,0,0,0,0
1,0,0,0.142555,0.094595,0,0,0,1,0,0,0,1,0
0,0,0,0.270142,0.40694,0,0,0,0,0,0,0,1,0
0,0,0,0.797357,0.743363,0,0,0,0,0,0,0,1,0
1,0,0,0.415693,0.8,0,0,0,1,0,0,0,1,0
1,0,0,0.152993,0.243781,0,0,0,2,0,0,0,0,0
0,0,0,0.844444,0.6,0,0,0,2,0,0,1,1,0
0,0,0,1,0.207792,0,0,0,0,0,0,0,0,0
0,0,0,1,0.505495,0,0,0,0,0,1,0,1,0
1,0,0,0.455172,0.314465,0,0,0,3,0,0,1,1,0
0,0,0,0.022685,0.847926,0,0,0,2,0,0,1,1,0
0,0,0,0.671136,0,0,1,0,0,0,0,0,0,0
0,0,0,0.571803,0.723051,0,0,0,2,0,0,1,1,0
0,0,0,0.094799,0.504918,0,0,0,2,0,1,0,1,0
0,0,0,0.84086,0.782178,0,0,0,1,0,0,0,0,0
0,0,0,0.356984,0.606965,0,0,0,4,0,0,1,1,0
0,0,0,0.230126,0.820084,0,0,0,2,0,0,1,1,0
0,0,0,0.626263,0.066138,0,0,0,1,0,0,0,0,0
1,0,0,0.266885,0.9801,0,0,1,5,0,0,0,0,0
0,0,0,1,0.328947,0,0,0,6,0,0,0,1,0
0,0,0,1,0.381579,0,0,0,6,0,0,0,1,0
0,0,0,1,0.64433,0,0,0,0,0,1,1,1,0
1,0,0,0.266885,0.902156,0,0,1,2,0,0,1,0,0
0,0,0,0.053021,0.930328,0,0,1,3,0,0,0,1,0
0,0,0,0.022222,0.827189,0,0,0,3,0,0,1,1,0
0,0,0,0.968254,0.952381,0,0,1,2,0,0,0,1,0
1,0,0,1,0.387299,0,0,0,0,0,0,0,0,0
0,0,0,1,0.016474,0,0,0,1,0,1,0,0,0
0,0,0,1,0.698413,0,0,0,0,0,0,0,0,0
1,0,0,0.605246,0.577114,0,0,0,4,0,1,0,1,0
0,0,0,1,0.319261,0,0,0,9,0,0,1,0,0
1,0,1,1,0.020921,0,0,0,1,0,0,1,1,0
1,0,0,1,0.77,0,0,0,5,0,0,1,1,0
1,0,0,1,0.182469,0,0,0,1,0,0,1,0,0
1,0,0,1,0.958333,0,0,1,10,0,0,0,0,0
1,0,0,0.266885,0.968491,0,0,1,9,0,0,1,0,0
0,0,0,0.066204,0.702765,0,0,0,1,0,0,0,1,0
0,0,0,0.041667,0.043478,0,0,0,0,0,0,0,1,0
0,1,1,1,0.163685,0,0,0,4,0,0,1,0,0
1,0,0,0.266885,0.956882,0,0,1,2,0,0,1,1,0
0,0,0,0.998941,0.825065,0,0,0,1,0,0,1,1,0
0,0,0,0.574803,0.921212,0,0,1,0,0,0,1,1,0
0,0,1,1,0.766393,0,0,0,2,0,0,1,1,0
0,0,0,1,0.5,0,0,0,2,0,0,0,1,0
0,1,0,0.14726,0.260274,0,0,0,3,0,0,1,1,0
0,0,0,1,0.464435,0,0,0,3,0,0,1,1,0
0,0,0,0.086313,0.860656,0,0,0,3,0,0,1,1,0
1,0,0,0.605246,0.703151,0,0,0,5,0,0,0,1,0
0,0,0,0.024704,0,0,0,0,0,0,0,0,0,0
0,0,1,0.014845,0.127711,0,0,0,0,0,0,0,1,0
0,1,1,0.1067,0.9375,0,0,1,3,0,0,0,1,0
0,0,0,0.038426,0.940092,0,0,1,6,0,0,1,1,0
0,0,0,0.014831,0.984334,0,0,1,7,0,0,0,0,0
1,0,0,0.742574,0.090909,0,1,0,3,0,0,0,1,0
0,0,0,0.584746,0.321149,0,0,0,7,0,0,0,0,0
0,0,0,0.815436,0.195082,0,0,0,4,0,0,0,0,0
0,0,0,0.304688,0.577236,0,0,0,8,0,0,0,1,0
1,0,0,0.996822,0.937337,0,0,1,0,0,0,1,1,0
0,0,0,1,0.935252,0,0,1,0,0,0,0,1,0
0,0,0,0.074157,0,0,1,0,1,0,0,0,1,0
0,0,0,0.996633,0.628788,0,0,0,4,0,0,1,1,0
0,0,0,1,0.447368,0,0,0,2,0,0,0,1,0
0,0,0,0.14726,0.150685,0,0,0,1,0,0,1,1,0
1,0,0,0.781609,0.166667,0,0,0,4,0,1,1,1,0
1,0,0,0.953488,0.898734,0,0,0,2,0,0,0,1,0
0,0,0,0.38843,0.313726,0,0,0,4,0,0,0,1,0
1,0,0,0.046713,0.620053,0,0,0,2,0,0,1,0,0
0,0,0,0.242224,0.862454,0,0,0,5,0,0,0,1,0
0,0,0,0.153523,0.07541,0,0,0,0,0,0,0,1,0
0,0,0,0.147982,0.793103,0,0,0,7,0,0,1,0,0
0,0,0,1,0.485,0,0,0,2,0,0,0,1,0
0,0,0,1,0.401274,0,0,0,0,0,0,0,1,0
0,1,0,0.044466,0.995833,0,0,1,2,0,0,1,1,0
0,0,0,0.100671,0.690164,0,0,0,0,0,0,0,0,0
0,0,0,0.139276,0.238095,0,0,0,0,0,0,0,1,0
1,0,0,1,0.368098,0,0,0,3,0,0,1,1,0
0,0,0,1,0.45937,0,0,0,1,0,0,0,1,0
0,0,0,1,0.137931,0,0,0,1,0,0,1,0,0
0,0,0,0.998905,0.834483,0,0,0,0,0,1,1,1,0
0,0,0,0.865854,0,0,0,0,1,0,1,0,0,0
1,0,0,0.705747,0.86478,0,0,0,2,0,0,0,1,0
0,0,0,0.004167,0.087558,0,0,0,0,0,0,0,0,0
0,0,0,1,0.731034,0,0,0,0,0,0,0,1,0
0,0,0,0.387218,0.267606,0,0,0,3,0,0,0,0,0
0,0,1,0.230769,0.702765,0,0,0,6,0,0,1,0,0
1,0,0,1,0.466003,0,0,0,4,0,0,1,1,0
0,0,0,1,0.666667,0,0,0,1,0,0,1,1,0
0,0,0,0.191067,0.81875,0,0,0,0,0,0,1,1,0
1,0,0,1,0.390351,0,0,0,7,0,0,1,1,0
1,1,0,0.011291,0.995496,0,0,1,3,0,0,0,0,0
0,0,0,1,0.874674,0,0,0,4,0,0,0,0,0
0,0,0,1,0.693252,0,0,0,0,0,0,0,0,0
0,0,0,1,0.695946,0,0,0,1,0,0,0,1,0
0,0,0,0.60459,0.636816,0,0,0,0,0,1,0,1,0
0,0,0,1,0.724444,0,0,0,0,0,0,1,0,0
1,1,0,1,0.243902,0,0,0,1,0,0,1,1,0
0,0,0,0.018797,0.007042,0,0,0,0,0,0,0,0,0
0,0,0,0.11471,0.06747,0,0,0,1,0,0,1,1,0
0,0,0,1,0.60251,0,0,0,3,0,0,1,1,0
0,0,0,0.999892,0.464921,0,0,0,1,0,0,0,1,0
0,0,1,0.021324,0.990798,0,0,1,1,0,0,1,0,0
1,0,0,0.75,0.46,0,0,0,9,0,0,1,1,0
0,0,0,1,0.889617,0,0,0,0,0,0,0,0,0
0,0,0,1,0.368421,0,0,0,1,0,0,0,1,0
1,0,0,1,0.179916,0,0,0,2,0,0,1,1,0
0,0,0,0.025574,0.089552,0,0,0,0,0,0,0,1,0
0,0,0,0.023202,0.933842,0,0,1,0,0,0,0,1,0
0,0,0,1,0.746736,0,0,0,2,0,0,1,1,0
0,0,0,0.584746,0.281984,0,0,0,7,0,0,1,1,0
0,0,0,0.051282,0.645,0,0,0,2,0,0,0,1,0
1,0,0,0.024291,0.73494,0,0,0,2,0,1,0,0,0
0,0,0,1,0.409091,0,0,0,1,0,0,0,0,0
0,0,0,0.998941,0.950392,0,0,1,3,0,1,1,1,0
0,0,0,1,0.852113,0,0,0,0,0,0,0,0,0
1,1,0,1,0.684211,0,0,0,5,0,0,1,1,0
0,0,0,1,0.874674,0,0,0,4,0,1,1,0,0
1,0,0,0.998028,0.443182,0,0,0,1,0,0,0,0,0
1,0,0,1,0.319672,0,0,0,2,0,1,0,0,0
0,0,0,0.034602,0.74934,0,0,0,1,0,0,1,0,0
0,0,0,0.051282,0.65,0,0,0,2,0,0,0,1,0
0,0,0,0.00533,0.001812,0,0,0,0,0,0,0,0,0
1,0,0,1,0.215564,0,0,0,1,0,0,0,0,0
0,0,0,1,0.573222,0,0,0,2,0,0,1,1,0
0,0,0,1,0.252033,0,0,0,1,0,0,1,0,0
1,1,0,0.990385,0.956522,0,0,1,3,0,0,1,1,0
0,0,0,1,0.539749,0,0,0,3,0,0,1,1,0
0,0,0,0.223947,0.736318,0,0,0,0,0,0,0,1,0
0,0,0,1,0.227273,0,0,0,3,0,0,0,0,0
0,0,0,0.511013,0.557522,0,0,0,2,0,0,0,0,0
1,0,0,0.126059,0.731071,0,0,0,1,0,0,0,1,0
0,0,0,0.996441,0.538776,0,0,0,0,0,0,1,1,0
1,1,1,0.263158,0.821053,0,0,0,6,0,0,1,1,0
0,0,0,0.013771,0.992167,0,0,1,7,0,0,0,0,0
0,0,0,1,0.345902,0,0,0,2,0,0,0,1,0
0,0,0,0.998964,0.571429,0,0,0,3,0,0,1,1,0
1,0,0,1,0.497908,0,0,0,0,0,0,0,1,0
0,0,0,1,0.165899,0,0,0,0,0,0,0,0,0
1,0,0,0.266885,0.946932,0,0,1,11,0,0,1,1,0
1,1,1,0.053872,0.944785,0,0,1,1,0,0,1,1,0
0,0,0,0.462852,0.189189,0,0,0,2,0,0,0,0,0
1,0,0,0.139766,0.990807,0,0,1,3,0,0,1,1,0
1,0,0,0.107744,0.25,0,0,0,1,0,0,0,0,0
1,0,0,0.783908,0.18239,0,0,0,3,0,0,1,1,0
1,0,0,0.244128,0.940984,0,0,1,4,0,0,1,1,0
0,0,0,0.241282,0.843866,0,0,0,1,0,0,0,1,0
0,0,0,0.999489,0.28344,0,0,0,1,0,0,1,1,0
0,0,0,0.584746,0.289817,0,0,0,5,0,0,1,1,0
0,0,0,1,0.087719,0,0,0,1,0,0,0,0,0
0,0,0,0.325069,0.251462,0,0,0,2,0,0,0,1,0
0,0,0,1,0.888889,0,0,0,0,0,0,0,0,0
0,0,0,0.427928,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0.386503,0,0,0,4,0,0,1,1,0
0,0,0,1,0.798246,0,0,0,2,0,0,1,1,0
0,0,0,0.242224,0.680297,0,0,0,3,0,0,0,1,0
0,0,0,0.016442,0.025862,0,0,0,0,0,0,0,1,0
1,0,0,0.222222,0.714286,0,0,0,1,0,0,1,1,0
0,0,0,0.096916,0.141593,0,0,0,0,0,0,0,0,0
1,0,0,0.605246,0.660033,0,0,0,3,0,0,0,1,0
1,1,0,0.933333,0.964286,0,0,1,2,0,1,0,0,1
1,1,0,1,0.988506,0,0,1,2,0,0,0,0,1
1,0,1,0.035088,0.043165,0,0,0,2,1,0,0,1,1
1,1,0,0.03908,0.996855,0,0,1,0,0,1,0,1,1
0,0,0,0.210526,0.021127,0,0,0,0,0,0,0,0,1
1,1,1,0.542017,0.920904,0,0,1,2,0,1,1,0,1
0,0,0,0.163636,0.859649,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1
0,1,0,0.004711,0.985149,0,0,1,0,0,0,0,0,1
1,1,0,0.492064,0.071429,0,0,0,1,0,1,0,0,1
1,0,0,0.061767,0.004086,0,0,0,4,0,0,0,0,1
0,0,0,0.003407,0.003295,0,0,0,0,0,0,0,0,1
0,0,0,0.395522,0.929448,0,0,1,3,1,0,0,1,1
1,1,1,1,0.004184,0,0,0,1,0,1,1,0,1
0,0,1,0.22252,0.008581,0,0,0,1,0,0,0,1,1
1,0,1,1,0.013158,0,0,0,2,0,0,1,1,1
1,1,1,0.04644,1,1,0,1,1,0,1,0,0,1
0,0,1,0.013717,0.011278,0,0,0,0,0,0,1,0,1
0,0,1,0.156627,0.083333,0,0,0,0,0,1,0,0,1
1,1,1,0.055215,0.973684,0,0,1,2,0,0,0,0,1
1,1,0,0.068,0.964539,0,0,1,1,0,0,0,0,1
1,0,1,0.002146,1,1,0,1,0,0,0,0,0,1
0,0,1,1,0.969697,0,0,1,1,0,0,1,0,1
1,0,0,0.468085,0.153409,0,0,0,1,0,1,0,1,1
1,1,0,0.054795,0.958904,0,0,1,1,0,0,0,0,1
0,0,0,0.315789,0.022472,0,0,0,0,0,0,0,1,1
0,0,0,0.096491,0.894737,0,0,0,0,0,1,0,1,0
1,1,1,0.393035,0,0,1,0,2,0,0,1,1,0
0,0,0,0.270142,0.403786,0,0,0,0,0,0,0,1,0
1,0,0,1,0.926893,0,0,1,4,0,0,1,1,0
0,0,0,0.998971,0.275,0,0,0,0,0,0,0,0,0
0,0,0,1,0.298246,0,0,0,4,0,0,1,0,0
1,1,1,0.117521,0.919355,0,0,1,1,0,0,1,1,0
1,0,0,1,0.399371,0,0,0,2,0,0,1,1,0
0,0,1,0.228632,0.71659,0,0,0,5,0,0,0,0,0
1,0,0,0.020295,0.636364,0,0,0,1,0,0,0,0,0
1,0,0,1,0.366667,0,0,0,1,0,0,1,1,0
0,0,0,0.993007,0.303571,0,0,0,2,0,1,1,1,0
0,0,0,0.387218,0.295775,0,0,0,1,0,0,0,1,0
0,0,0,1,0.827586,0,0,0,0,0,1,1,1,0
1,0,0,1,0.333333,0,0,0,3,0,0,1,1,0
0,0,0,0.999601,0.903766,0,0,1,1,0,0,1,1,0
0,0,0,0.99827,0.253298,0,0,0,3,0,0,1,1,0
0,0,0,0.656566,0.195767,0,0,0,5,0,0,0,0,0
0,0,0,0.509978,0.314677,0,0,0,3,0,0,1,1,0
0,0,0,0.998299,0.52381,0,0,0,3,0,0,0,0,0
0,0,0,0.028369,0.340909,0,0,0,0,0,0,0,1,0
0,0,0,1,0.434494,0,0,0,6,0,0,1,1,0
0,0,0,1,0.272727,0,0,0,2,0,0,1,1,0
0,0,0,0.025574,0.109453,0,0,0,0,0,0,0,1,0
1,1,0,0.004179,0.995556,0,0,1,1,0,0,0,0,0
1,0,0,0.139766,0.989786,0,0,1,4,0,0,1,1,0
0,0,0,1,0.526316,0,0,0,4,0,0,0,1,0
0,0,0,1,0.380165,0,0,0,1,0,0,0,0,0
1,0,0,0.349425,0.522013,0,0,0,1,0,0,1,1,0
0,0,0,0.736318,0.231429,0,0,0,1,0,1,0,1,0
0,0,1,0.034739,0.29375,0,0,0,0,0,0,0,0,0
0,0,1,0.999617,0.848571,0,0,0,6,0,0,1,1,0
0,0,0,0.515337,0.041494,0,0,0,2,0,0,0,0,0
1,0,0,0.151316,0.642857,0,0,0,0,0,0,0,1,0
0,0,0,0.656566,0.195767,0,0,0,5,0,0,0,0,0
0,0,0,0.0247,0.004505,0,0,0,3,0,0,0,1,0
0,0,0,0.584746,0.326371,0,0,0,7,0,0,0,0,0
0,0,0,0.066946,0.995816,0,0,1,1,0,1,0,1,0
0,0,0,0.11471,0.019277,0,0,0,1,0,0,1,1,0
0,0,0,0.324355,0.064417,0,0,0,2,0,0,1,1,0
0,0,0,1,0.384298,0,0,0,0,0,0,0,0,0
1,0,0,1,0.71579,0,0,0,7,0,0,1,1,0
0,0,0,0.058824,1,1,1,1,1,0,0,0,0,0
0,0,0,0.286344,0.958702,0,0,1,1,0,0,1,1,0
0,0,0,0.294118,0.982388,0,0,1,0,0,0,0,1,0
0,0,0,1,0.57931,0,0,0,3,0,0,0,1,0
1,0,0,0.266885,0.910448,0,0,1,10,0,0,1,1,0
0,0,0,0.038426,0.928571,0,0,1,5,0,0,1,1,0
0,0,0,1,0.245383,0,0,0,3,0,0,0,1,0
1,0,0,0.266885,0.917081,0,0,1,4,0,0,1,1,0
0,0,0,0.462852,0.405405,0,0,0,5,0,0,1,1,0
0,0,0,0.086475,0.827114,0,0,0,4,0,0,1,1,0
0,0,0,0.149477,0.775862,0,0,0,3,0,0,1,0,0
0,0,0,1,0.610687,0,0,0,0,0,0,0,1,0
0,1,0,0.047325,0.05,0,0,0,3,0,0,1,1,0
1,0,0,0.455172,0.311321,0,0,0,3,0,0,1,1,0
1,0,1,0.999065,0.853659,0,0,0,2,0,0,1,1,0
1,0,0,1,0.817531,0,0,0,1,0,0,1,1,0
0,0,0,0.77931,0.191824,0,0,0,2,0,1,1,1,0
1,0,0,0.75,0.55,0,0,0,6,0,0,1,1,0
1,0,0,1,0.59034,0,0,0,1,0,0,0,0,0
1,0,0,1,0.991632,0,0,1,5,0,0,1,1,0
1,0,0,0.605246,0.553897,0,0,0,5,0,0,0,1,0
0,0,0,0.003577,0.16879,0,0,0,0,0,0,0,1,0
0,0,0,0.023202,0.043257,0,0,0,1,0,0,1,1,0
1,0,0,0.705747,0.814465,0,0,0,2,0,0,1,1,0
0,0,0,0.522042,0.849873,0,0,0,0,0,0,1,1,0
0,0,0,0.99827,0.311346,0,0,0,9,0,0,1,0,0
0,0,0,0.462852,0.422297,0,0,0,3,0,0,0,1,0
0,0,0,0.213523,0.044898,0,0,0,0,0,0,0,1,0
0,0,0,0.997809,0,0,1,0,0,0,0,1,1,0
0,0,0,1,0.5,0,0,0,1,0,0,0,1,0
0,0,0,1,0.642276,0,0,0,1,0,0,1,0,0
1,0,0,0.166946,0.488525,0,0,0,2,0,0,0,0,0
0,0,1,1,0.4,0,0,0,3,0,0,0,0,0
1,0,0,1,0.175732,0,0,0,5,0,0,1,1,0
1,0,0,0.508121,0.249364,0,0,0,7,0,1,1,1,0
1,0,0,0.510441,0.307888,0,0,0,3,0,1,1,1,0
1,0,0,0.266885,0.956882,0,0,1,2,0,0,1,1,0
0,0,0,0.04878,0.045455,0,0,0,0,0,0,0,1,0
0,0,0,0.083815,0.199275,0,0,0,0,0,0,0,1,0
0,0,0,0.65666,0.533333,0,0,0,0,0,0,0,0,0
1,1,1,1,0.903766,0,0,1,2,0,1,1,1,0
0,0,0,0.584746,0.328982,0,0,0,7,0,0,0,1,0
0,0,0,0.572459,0.897181,0,0,0,0,0,1,1,0,0
0,0,0,0.230126,0.832636,0,0,0,4,0,0,1,1,0
0,0,0,0.79321,0.705,0,0,0,0,0,0,0,0,0
1,0,0,1,0.281924,0,0,0,3,0,0,0,1,0
0,0,0,0.60459,0.681592,0,0,0,3,0,1,1,0,0
0,0,0,0.242224,0.851301,0,0,0,5,0,0,0,1,0
0,0,1,0.230769,0.702765,0,0,0,5,0,0,1,0,0
1,0,0,0.266885,0.970149,0,0,1,8,0,0,1,0,0
0,0,0,1,0.350877,0,0,0,3,0,0,0,1,0
0,0,0,0.100671,0.691803,0,0,0,1,0,0,0,0,0
0,0,0,0.065741,0.684332,0,0,0,1,0,0,1,1,0
1,0,0,0.202312,0.626812,0,0,0,0,0,0,1,0,0
0,0,0,0.065068,0.60274,0,0,0,3,0,0,0,0,0
0,0,0,0.027542,0.689295,0,0,0,0,0,0,0,0,0
0,0,0,0.393939,0.047619,0,0,0,1,0,0,0,0,0
0,0,0,0.584746,0.373368,0,0,0,0,0,0,1,1,0
0,0,0,0.999537,0.529954,0,0,0,7,0,0,1,1,0
1,0,0,0.999344,0.389718,0,0,0,0,0,0,0,1,0
1,0,0,0.991228,0.747368,0,0,0,7,0,0,1,1,0
0,0,1,0.997519,0,0,1,0,1,0,0,0,0,0
1,0,0,0.75,0.86,0,0,0,6,0,0,1,1,0
1,0,0,0.510441,0.328244,0,0,0,4,0,0,1,1,0
0,0,0,1,0.46083,0,0,0,2,0,0,1,1,0
1,0,0,1,0.512438,0,0,0,2,0,0,1,1,0
0,0,0,0.584746,0.328982,0,0,0,8,0,0,0,0,0
0,0,0,0.796253,0.193548,0,0,0,1,0,0,1,1,0
0,0,0,0.230126,0.903766,0,0,1,0,0,0,1,1,0
0,0,0,0.014831,0.986945,0,0,1,7,0,0,0,0,0
0,0,0,0.584746,0.274151,0,0,0,5,0,0,1,1,0
0,0,0,0.167228,0.763804,0,0,0,0,0,0,0,1,0
0,0,0,0.985816,0.261364,0,0,0,0,0,0,0,1,0
1,0,0,0.329389,0.727273,0,0,0,2,0,0,1,1,0
0,0,0,0.434343,0.142857,0,0,0,0,0,0,0,0,0
1,0,0,0.75,0.54,0,0,0,7,0,0,1,1,0
1,0,0,0.004266,0.008772,0,0,0,1,0,0,0,0,0
0,0,1,0.998941,0.887728,0,0,0,3,0,0,1,1,0
1,0,0,1,0.452899,0,0,0,3,0,0,1,1,0
